"행정구역별",2016,2016,2016,2016,2016,2016,2017,2017,2017,2017,2017,2017,2018,2018,2018,2018,2018,2018,2019,2019,2019,2019,2019,2019,2020,2020,2020,2020,2020,2020
"행정구역별",독거노인가구비율<br>(A÷B×100) (%),독거노인가구비율<br>(A÷B×100) (%),65세이상 1인가구<br>(A) (가구),65세이상 1인가구<br>(A) (가구),전체 일반가구<br>(B) (가구),전체 일반가구<br>(B) (가구),독거노인가구비율<br>(A÷B×100) (%),독거노인가구비율<br>(A÷B×100) (%),65세이상 1인가구<br>(A) (가구),65세이상 1인가구<br>(A) (가구),전체 일반가구<br>(B) (가구),전체 일반가구<br>(B) (가구),독거노인가구비율<br>(A÷B×100) (%),독거노인가구비율<br>(A÷B×100) (%),65세이상 1인가구<br>(A) (가구),65세이상 1인가구<br>(A) (가구),전체 일반가구<br>(B) (가구),전체 일반가구<br>(B) (가구),독거노인가구비율<br>(A÷B×100) (%),독거노인가구비율<br>(A÷B×100) (%),65세이상 1인가구<br>(A) (가구),65세이상 1인가구<br>(A) (가구),전체 일반가구<br>(B) (가구),전체 일반가구<br>(B) (가구),독거노인가구비율<br>(A÷B×100) (%),독거노인가구비율<br>(A÷B×100) (%),65세이상 1인가구<br>(A) (가구),65세이상 1인가구<br>(A) (가구),전체 일반가구<br>(B) (가구),전체 일반가구<br>(B) (가구)
"행정구역별",원데이터,전년 대비 증감 (증감률),원데이터,전년 대비 증감 (증감률),원데이터,전년 대비 증감 (증감률),원데이터,전년 대비 증감 (증감률),원데이터,전년 대비 증감 (증감률),원데이터,전년 대비 증감 (증감률),원데이터,전년 대비 증감 (증감률),원데이터,전년 대비 증감 (증감률),원데이터,전년 대비 증감 (증감률),원데이터,전년 대비 증감 (증감률),원데이터,전년 대비 증감 (증감률),원데이터,전년 대비 증감 (증감률),원데이터,전년 대비 증감 (증감률),원데이터,전년 대비 증감 (증감률),원데이터,전년 대비 증감 (증감률)
"연수구",3.6,0.1 (2.9),4086,299 (7.9),112840,5482 (5.1),3.9,0.3 (8.3),4493,407 (10.0),115927,3087 (2.7),4.0,0.1 (2.6),4798,305 (6.8),120190,4263 (3.7),4.1,0.1 (2.5),5393,595 (12.4),130428,10238 (8.5),4.4,0.3 (7.3),6154,761 (14.1),141117,10689 (8.2)
"남동구",4.8,0.4 (9.1),9238,950 (11.5),192717,2629 (1.4),5.1,0.3 (6.3),10024,786 (8.5),196858,4141 (2.1),5.5,0.4 (7.8),10992,968 (9.7),201623,4765 (2.4),6.1,0.6 (10.9),12338,1346 (12.2),203704,2081 (1.0),6.8,0.7 (11.5),14018,1680 (13.6),207421,3717 (1.8)
"부평구",5.4,0.3 (5.9),10795,594 (5.8),198909,-30 (-0.0),5.8,0.4 (7.4),11527,732 (6.8),198443,-466 (-0.2),6.2,0.4 (6.9),12137,610 (5.3),195852,-2591 (-1.3),6.7,0.5 (8.1),13114,977 (8.0),194930,-922 (-0.5),7.4,0.7 (10.4),14313,1199 (9.1),193963,-967 (-0.5)
"계양구",4.3,0.3 (7.5),5035,393 (8.5),116055,-348 (-0.3),4.7,0.4 (9.3),5487,452 (9.0),115976,-79 (-0.1),5.2,0.5 (10.6),5906,419 (7.6),114050,-1926 (-1.7),5.7,0.5 (9.6),6476,570 (9.7),112858,-1192 (-1.0),6.4,0.7 (12.3),7236,760 (11.7),113632,774 (0.7)
"서구",3.5,0.3 (9.4),6054,487 (8.7),174707,3204 (1.9),3.8,0.3 (8.6),6705,651 (10.8),178307,3600 (2.1),3.9,0.1 (2.6),7387,682 (10.2),189779,11472 (6.4),4.2,0.3 (7.7),8276,889 (12.0),195663,5884 (3.1),4.6,0.4 (9.5),9336,1060 (12.8),200854,5191 (2.7)
"미추홀구",-,-,-,-,-,-,-,-,-,-,-,-,6.8,,11088,,162813,,7.1,0.3 (4.4),11723,635 (5.7),166240,3427 (2.1),7.7,0.6 (8.5),12948,1225 (10.4),168908,2668 (1.6)
"강화군",13.1,0.2 (1.6),3335,101 (3.1),25477,344 (1.4),13.5,0.4 (3.1),3521,186 (5.6),26103,626 (2.5),13.9,0.4 (3.0),3726,205 (5.8),26728,625 (2.4),14.0,0.1 (0.7),3798,72 (1.9),27048,320 (1.2),14.3,0.3 (2.1),3988,190 (5.0),27827,779 (2.9)
"옹진군",9.7,0.5 (5.4),875,43 (5.2),9059,54 (0.6),10.1,0.4 (4.1),948,73 (8.3),9347,288 (3.2),11.1,1 (9.9),1012,64 (6.8),9149,-198 (-2.1),11.9,0.8 (7.2),1057,45 (4.4),8862,-287 (-3.1),13.3,1.4 (11.8),1164,107 (10.1),8750,-112 (-1.3)
"광주광역시",5.8,0.3 (5.5),33006,2006 (6.5),569372,2215 (0.4),6.1,0.3 (5.2),35005,1999 (6.1),575732,6360 (1.1),6.4,0.3 (4.9),36782,1777 (5.1),578559,2827 (0.5),6.6,0.2 (3.1),38907,2125 (5.8),587159,8600 (1.5),7.0,0.4 (6.1),42224,3317 (8.5),599217,12058 (2.1)
"동구",8.2,0.2 (2.5),3547,54 (1.5),43348,-493 (-1.1),8.5,0.3 (3.7),3715,168 (4.7),43634,286 (0.7),8.8,0.3 (3.5),3807,92 (2.5),43155,-479 (-1.1),8.7,-0.1 (-1.1),3896,89 (2.3),44954,1799 (4.2),8.8,0.1 (1.1),4169,273 (7.0),47388,2434 (5.4)
"서구",5.4,0.3 (5.9),6529,496 (8.2),120798,2596 (2.2),5.7,0.3 (5.6),7001,472 (7.2),122103,1305 (1.1),6.1,0.4 (7.0),7491,490 (7.0),121889,-214 (-0.2),6.4,0.3 (4.9),7922,431 (5.8),122889,1000 (0.8),7.0,0.6 (9.4),8710,788 (9.9),124204,1315 (1.1)
"남구",6.9,0.4 (6.2),5802,337 (6.2),83897,413 (0.5),7.2,0.3 (4.3),6107,305 (5.3),84399,502 (0.6),7.5,0.3 (4.2),6354,247 (4.0),84578,179 (0.2),7.9,0.4 (5.3),6774,420 (6.6),86172,1594 (1.9),8.4,0.5 (6.3),7353,579 (8.5),87098,926 (1.1)
"북구",6.2,0.6 (10.7),10788,785 (7.8),173862,-3194 (-1.8),6.6,0.4 (6.5),11521,733 (6.8),175203,1341 (0.8),6.9,0.3 (4.5),12188,667 (5.8),177427,2224 (1.3),7.2,0.3 (4.3),12945,757 (6.2),178759,1332 (0.8),7.7,0.5 (6.9),14029,1084 (8.4),181167,2408 (1.3)
"광산구",4.3,0.1 (2.4),6340,334 (5.6),147467,2893 (2.0),4.4,0.1 (2.3),6661,321 (5.1),150393,2926 (2.0),4.6,0.2 (4.5),6942,281 (4.2),151510,1117 (0.7),4.8,0.2 (4.3),7370,428 (6.2),154385,2875 (1.9),5.0,0.2 (4.2),7963,593 (8.0),159360,4975 (3.2)
"대전광역시",5.2,0.3 (6.1),30503,2245 (7.9),590698,8194 (1.4),5.5,0.3 (5.8),32917,2414 (7.9),597736,7038 (1.2),5.8,0.3 (5.5),34946,2029 (6.2),602175,4439 (0.7),6.2,0.4 (6.9),37723,2777 (7.9),609043,6868 (1.1),6.6,0.4 (6.5),41614,3891 (10.3),631208,22165 (3.6)
"동구",7.3,0.5 (7.4),7281,433 (6.3),99152,-959 (-1.0),7.7,0.4 (5.5),7649,368 (5.1),99302,150 (0.2),8.1,0.4 (5.2),8022,373 (4.9),99157,-145 (-0.1),8.5,0.4 (4.9),8606,584 (7.3),100718,1561 (1.6),9.0,0.5 (5.9),9259,653 (7.6),102668,1950 (1.9)
"중구",7.3,0.5 (7.4),6915,485 (7.5),94941,32 (0.0),7.8,0.5 (6.8),7411,496 (7.2),95532,591 (0.6),8.2,0.4 (5.1),7822,411 (5.5),95807,275 (0.3),8.8,0.6 (7.3),8475,653 (8.3),96106,299 (0.3),9.5,0.7 (8.0),9287,812 (9.6),97687,1581 (1.6)
"서구",4.2,0.2 (5.0),8074,687 (9.3),190211,3694 (2.0),4.6,0.4 (9.5),8810,736 (9.1),191868,1657 (0.9),4.9,0.3 (6.5),9427,617 (7.0),194136,2268 (1.2),5.1,0.2 (4.1),10127,700 (7.4),196870,2734 (1.4),5.6,0.5 (9.8),11361,1234 (12.2),203296,6426 (3.3)
"유성구",2.9,0.1 (3.6),3784,310 (8.9),132178,5947 (4.7),3.1,0.2 (6.9),4269,485 (12.8),137871,5693 (4.3),3.3,0.2 (6.5),4627,358 (8.4),140085,2214 (1.6),3.6,0.3 (9.1),5089,462 (10.0),143172,3087 (2.2),3.7,0.1 (2.8),5718,629 (12.4),154100,10928 (7.6)
"대덕구",6.0,0.5 (9.1),4449,330 (8.0),74216,-520 (-0.7),6.5,0.5 (8.3),4778,329 (7.4),73163,-1053 (-1.4),6.9,0.4 (6.2),5048,270 (5.7),72990,-173 (-0.2),7.5,0.6 (8.7),5426,378 (7.5),72177,-813 (-1.1),8.2,0.7 (9.3),5989,563 (10.4),73457,1280 (1.8)
"울산광역시",4.5,0.3 (7.1),19323,1370 (7.6),426027,2615 (0.6),4.9,0.4 (8.9),21004,1681 (8.7),428720,2693 (0.6),5.2,0.3 (6.1),22582,1578 (7.5),431391,2671 (0.6),5.7,0.5 (9.6),24752,2170 (9.6),437094,5703 (1.3),6.2,0.5 (8.8),27387,2635 (10.6),444087,6993 (1.6)
"중구",5.5,0.3 (5.8),4906,304 (6.6),89344,271 (0.3),6.0,0.5 (9.1),5323,417 (8.5),89318,-26 (-0.0),6.5,0.5 (8.3),5722,399 (7.5),87707,-1611 (-1.8),7.2,0.7 (10.8),6207,485 (8.5),86756,-951 (-1.1),7.9,0.7 (9.7),6864,657 (10.6),86488,-268 (-0.3)
"남구",4.0,0.3 (8.1),5169,427 (9.0),128351,-398 (-0.3),4.4,0.4 (10.0),5701,532 (10.3),128116,-235 (-0.2),4.8,0.4 (9.1),6163,462 (8.1),128089,-27 (-0.0),5.3,0.5 (10.4),6852,689 (11.2),128579,490 (0.4),5.8,0.5 (9.4),7596,744 (10.9),130469,1890 (1.5)
"동구",3.6,0.4 (12.5),2269,218 (10.6),63744,246 (0.4),3.9,0.3 (8.3),2475,206 (9.1),62863,-881 (-1.4),4.4,0.5 (12.8),2729,254 (10.3),61714,-1149 (-1.8),5.1,0.7 (15.9),3083,354 (13.0),60684,-1030 (-1.7),5.7,0.6 (11.8),3466,383 (12.4),61081,397 (0.7)
"북구",3.0,0.1 (3.4),2009,164 (8.9),65921,1884 (2.9),3.3,0.3 (10.0),2226,217 (10.8),68210,2289 (3.5),3.4,0.1 (3.0),2426,200 (9.0),71603,3393 (5.0),3.5,0.1 (2.9),2698,272 (11.2),76681,5078 (7.1),3.8,0.3 (8.6),3039,341 (12.6),79213,2532 (3.3)
"울주군",6.3,0.3 (5.0),4970,257 (5.5),78667,612 (0.8),6.6,0.3 (4.8),5279,309 (6.2),80213,1546 (2.0),6.7,0.1 (1.5),5542,263 (5.0),82278,2065 (2.6),7.0,0.3 (4.5),5912,370 (6.7),84394,2116 (2.6),7.4,0.4 (5.7),6422,510 (8.6),86836,2442 (2.9)
"세종특별자치시",4.0,-0.4 (-9.1),3602,278 (8.4),90413,15194 (20.2),3.9,-0.1 (-2.5),4078,476 (13.2),104325,13912 (15.4),3.8,-0.1 (-2.6),4544,466 (11.4),119029,14704 (14.1),3.9,0.1 (2.6),5107,563 (12.4),129664,10635 (8.9),4.1,0.2 (5.1),5640,533 (10.4),139106,9442 (7.3)
"경기도",4.7,0.3 (6.8),211633,16574 (8.5),4484424,99682 (2.3),5.0,0.3 (6.4),227890,16257 (7.7),4602950,118526 (2.6),5.2,0.2 (4.0),245480,17590 (7.7),4751497,148547 (3.2),5.5,0.3 (5.8),268019,22539 (9.2),4907660,156163 (3.3),5.8,0.3 (5.5),296821,28802 (10.7),5098431,190771 (3.9)
"수원시",4.0,0.2 (5.3),17425,1359 (8.5),436304,8750 (2.0),4.3,0.3 (7.5),19069,1644 (9.4),445309,9005 (2.1),4.5,0.2 (4.7),20361,1292 (6.8),450819,5510 (1.2),4.8,0.3 (6.7),22002,1641 (8.1),457351,6532 (1.4),5.2,0.4 (8.3),24010,2008 (9.1),466089,8738 (1.9)
"성남시",5.0,0.3 (6.4),17865,1219 (7.3),358928,3429 (1.0),5.2,0.2 (4.0),18874,1009 (5.6),359515,587 (0.2),5.6,0.4 (7.7),19971,1097 (5.8),359322,-193 (-0.1),6.0,0.4 (7.1),21669,1698 (8.5),361413,2091 (0.6),6.4,0.4 (6.7),23569,1900 (8.8),369585,8172 (2.3)
"의정부시",5.9,0.4 (7.3),9264,696 (8.1),157212,2654 (1.7),6.2,0.3 (5.1),9871,607 (6.6),160020,2808 (1.8),6.4,0.2 (3.2),10520,649 (6.6),164439,4419 (2.8),6.8,0.4 (6.3),11541,1021 (9.7),170040,5601 (3.4),7.3,0.5 (7.4),12918,1377 (11.9),178067,8027 (4.7)
"안양시",4.6,0.3 (7.0),9426,625 (7.1),205736,254 (0.1),4.7,0.1 (2.2),9781,355 (3.8),205965,229 (0.1),5.1,0.4 (8.5),10367,586 (6.0),204984,-981 (-0.5),5.5,0.4 (7.8),11300,933 (9.0),205695,711 (0.3),6.0,0.5 (9.1),12152,852 (7.5),203441,-2254 (-1.1)
"부천시",4.8,0.3 (6.7),14673,1048 (7.7),304268,2738 (0.9),5.1,0.3 (6.3),15771,1098 (7.5),307764,3496 (1.1),5.4,0.3 (5.9),16826,1055 (6.7),311868,4104 (1.3),5.8,0.4 (7.4),18191,1365 (8.1),311910,42 (0.0),6.3,0.5 (8.6),20033,1842 (10.1),315696,3786 (1.2)
"광명시",5.2,0.4 (8.3),6020,403 (7.2),116670,-1000 (-0.8),5.6,0.4 (7.7),6491,471 (7.8),116608,-62 (-0.1),5.8,0.2 (3.6),6814,323 (5.0),117086,478 (0.4),6.3,0.5 (8.6),7220,406 (6.0),115414,-1672 (-1.4),6.7,0.4 (6.3),7461,241 (3.3),111383,-4031 (-3.5)
"평택시",5.3,0.1 (1.9),9131,553 (6.4),170771,6574 (4.0),5.4,0.1 (1.9),9662,531 (5.8),178518,7747 (4.5),5.6,0.2 (3.7),10459,797 (8.2),187813,9295 (5.2),5.7,0.1 (1.8),11254,795 (7.6),197997,10184 (5.4),5.9,0.2 (3.5),12486,1232 (10.9),213185,15188 (7.7)
"동두천시",8.7,0.5 (6.1),3214,232 (7.8),36740,526 (1.5),9.4,0.7 (8.0),3462,248 (7.7),36963,223 (0.6),9.7,0.3 (3.2),3622,160 (4.6),37226,263 (0.7),10.4,0.7 (7.2),3861,239 (6.6),37297,71 (0.2),11.4,1 (9.6),4320,459 (11.9),37936,639 (1.7)
"안산시",4.1,0.3 (7.9),10525,578 (5.8),256238,-2281 (-0.9),4.4,0.3 (7.3),11158,633 (6.0),254755,-1483 (-0.6),4.6,0.2 (4.5),11644,486 (4.4),251418,-3337 (-1.3),5.0,0.4 (8.7),12715,1071 (9.2),253140,1722 (0.7),5.4,0.4 (8.0),14048,1333 (10.5),260598,7458 (2.9)
"고양시",4.7,0.3 (6.8),16925,1313 (8.4),357684,6207 (1.8),5.0,0.3 (6.4),18040,1115 (6.6),364356,6672 (1.9),5.2,0.2 (4.0),19294,1254 (7.0),370108,5752 (1.6),5.5,0.3 (5.8),21278,1984 (10.3),385021,14913 (4.0),5.9,0.4 (7.3),23484,2206 (10.4),398864,13843 (3.6)
"과천시",5.5,0.2 (3.8),1175,-19 (-1.6),21211,-1330 (-5.9),5.5,0 (0.0),1024,-151 (-12.9),18491,-2720 (-12.8),5.7,0.2 (3.6),1059,35 (3.4),18678,187 (1.0),5.8,0.1 (1.8),1090,31 (2.9),18901,223 (1.2),6.0,0.2 (3.4),1220,130 (11.9),20504,1603 (8.5)
"구리시",4.7,0.3 (6.8),3086,288 (10.3),66000,2048 (3.2),5.0,0.3 (6.4),3421,335 (10.9),68928,2928 (4.4),5.1,0.1 (2.0),3676,255 (7.5),71874,2946 (4.3),5.7,0.6 (11.8),4075,399 (10.9),71974,100 (0.1),6.1,0.4 (7.0),4462,387 (9.5),73253,1279 (1.8)
"남양주시",4.4,0.3 (7.3),9715,988 (11.3),220424,5661 (2.6),4.8,0.4 (9.1),10809,1094 (11.3),224811,4387 (2.0),5.0,0.2 (4.2),11734,925 (8.6),232836,8025 (3.6),5.3,0.3 (6.0),13012,1278 (10.9),243802,10966 (4.7),5.8,0.5 (9.4),14642,1630 (12.5),252977,9175 (3.8)
"오산시",3.2,0.2 (6.7),2506,216 (9.4),77468,805 (1.1),3.4,0.2 (6.3),2731,225 (9.0),79379,1911 (2.5),3.6,0.2 (5.9),3022,291 (10.7),83469,4090 (5.2),3.9,0.3 (8.3),3436,414 (13.7),87151,3682 (4.4),4.3,0.4 (10.3),3912,476 (13.9),91909,4758 (5.5)
"시흥시",3.5,0.4 (12.9),5131,578 (12.7),145794,1225 (0.8),3.7,0.2 (5.7),5594,463 (9.0),152812,7018 (4.8),3.8,0.1 (2.7),6261,667 (11.9),165423,12611 (8.3),4.0,0.2 (5.3),7183,922 (14.7),178734,13311 (8.0),4.4,0.4 (10.0),8395,1212 (16.9),192833,14099 (7.9)
"군포시",4.8,0.4 (9.1),4690,402 (9.4),98411,281 (0.3),5.0,0.2 (4.2),4968,278 (5.9),98562,151 (0.2),5.4,0.4 (8.0),5327,359 (7.2),98728,166 (0.2),5.9,0.5 (9.3),5909,582 (10.9),100586,1858 (1.9),6.3,0.4 (6.8),6543,634 (10.7),103186,2600 (2.6)
"의왕시",4.3,0.3 (7.5),2309,161 (7.5),53705,298 (0.6),4.6,0.3 (7.0),2494,185 (8.0),53884,179 (0.3),5.0,0.4 (8.7),2662,168 (6.7),53682,-202 (-0.4),5.1,0.1 (2.0),2931,269 (10.1),57061,3379 (6.3),5.3,0.2 (3.9),3146,215 (7.3),59444,2383 (4.2)
"하남시",4.4,0 (0.0),3129,672 (27.4),71253,15564 (27.9),4.5,0.1 (2.3),3600,471 (15.1),80463,9210 (12.9),4.8,0.3 (6.7),4276,676 (18.8),89479,9016 (11.2),4.8,0 (0.0),4900,624 (14.6),101231,11752 (13.1),5.1,0.3 (6.3),5728,828 (16.9),112462,11231 (11.1)
"용인시",3.7,0.2 (5.7),12338,953 (8.4),330588,6276 (1.9),3.9,0.2 (5.4),13408,1070 (8.7),339699,9111 (2.8),4.1,0.2 (5.1),14770,1362 (10.2),355967,16268 (4.8),4.4,0.3 (7.3),16347,1577 (10.7),371752,15785 (4.4),4.8,0.4 (9.1),18610,2263 (13.8),386929,15177 (4.1)
"파주시",5.0,0.2 (4.2),7368,585 (8.6),146308,3643 (2.6),5.2,0.2 (4.0),7748,380 (5.2),150223,3915 (2.7),5.3,0.1 (1.9),8467,719 (9.3),159143,8920 (5.9),5.6,0.3 (5.7),9148,681 (8.0),164306,5163 (3.2),5.9,0.3 (5.4),10108,960 (10.5),170924,6618 (4.0)
"이천시",5.4,0.2 (3.8),3973,249 (6.7),73959,2268 (3.2),5.5,0.1 (1.9),4248,275 (6.9),76749,2790 (3.8),5.8,0.3 (5.5),4516,268 (6.3),78535,1786 (2.3),6.0,0.2 (3.4),4835,319 (7.1),80367,1832 (2.3),6.3,0.3 (5.0),5224,389 (8.0),83415,3048 (3.8)
"안성시",6.5,0.3 (4.8),4570,292 (6.8),70127,1462 (2.1),7.0,0.5 (7.7),4996,426 (9.3),71193,1066 (1.5),7.2,0.2 (2.9),5240,244 (4.9),72418,1225 (1.7),7.5,0.3 (4.2),5578,338 (6.5),74066,1648 (2.3),7.9,0.4 (5.3),6124,546 (9.8),77368,3302 (4.5)
"김포시",4.3,0.3 (7.5),5276,562 (11.9),123571,5347 (4.5),4.4,0.1 (2.3),5849,573 (10.9),134242,10671 (8.6),4.4,0 (0.0),6551,702 (12.0),147297,13055 (9.7),4.6,0.2 (4.5),7175,624 (9.5),156040,8743 (5.9),4.8,0.2 (4.3),8287,1112 (15.5),171854,15814 (10.1)
"화성시",3.3,0.1 (3.1),7208,832 (13.0),220427,18444 (9.1),3.3,0 (0.0),8002,794 (11.0),243048,22621 (10.3),3.3,0 (0.0),9081,1079 (13.5),271365,28317 (11.7),3.5,0.2 (6.1),10329,1248 (13.7),298397,27032 (10.0),3.6,0.1 (2.9),11612,1283 (12.4),321871,23474 (7.9)
"광주시",3.7,0.2 (5.7),4154,428 (11.5),112798,4936 (4.6),3.8,0.1 (2.7),4618,464 (11.2),120936,8138 (7.2),4.0,0.2 (5.3),5271,653 (14.1),131002,10066 (8.3),4.3,0.3 (7.5),5853,582 (11.0),136730,5728 (4.4),4.6,0.3 (7.0),6577,724 (12.4),143039,6309 (4.6)
"양주시",5.4,0.3 (5.9),3858,266 (7.4),71155,709 (1.0),5.8,0.4 (7.4),4377,519 (13.5),74886,3731 (5.2),6.3,0.5 (8.6),4917,540 (12.3),77928,3042 (4.1),6.7,0.4 (6.3),5437,520 (10.6),81582,3654 (4.7),7.2,0.5 (7.5),6252,815 (15.0),86650,5068 (6.2)
"포천시",7.5,0.5 (7.1),4283,337 (8.5),57054,455 (0.8),7.9,0.4 (5.3),4525,242 (5.7),57404,350 (0.6),8.2,0.3 (3.8),4788,263 (5.8),58539,1135 (2.0),8.8,0.6 (7.3),5117,329 (6.9),58273,-266 (-0.5),9.4,0.6 (6.8),5577,460 (9.0),59525,1252 (2.1)
"여주시",8.3,0.4 (5.1),3362,193 (6.1),40587,663 (1.7),8.6,0.3 (3.6),3594,232 (6.9),41709,1122 (2.8),8.8,0.2 (2.3),3721,127 (3.5),42310,601 (1.4),9.2,0.4 (4.5),3940,219 (5.9),42903,593 (1.4),9.8,0.6 (6.5),4326,386 (9.8),44234,1331 (3.1)
"연천군",11.7,0.1 (0.9),2107,70 (3.4),18077,543 (3.1),12.3,0.6 (5.1),2212,105 (5.0),18019,-58 (-0.3),12.7,0.4 (3.3),2302,90 (4.1),18089,70 (0.4),13.3,0.6 (4.7),2346,44 (1.9),17681,-408 (-2.3),14.3,1 (7.5),2578,232 (9.9),18014,333 (1.9)
"가평군",11.1,0.1 (0.9),2630,111 (4.4),23628,728 (3.2),11.5,0.4 (3.6),2775,145 (5.5),24201,573 (2.4),12.0,0.5 (4.3),2956,181 (6.5),24724,523 (2.2),12.4,0.4 (3.3),3085,129 (4.4),24950,226 (0.9),13.0,0.6 (4.8),3333,248 (8.0),25652,702 (2.8)
"양평군",10.4,0.5 (5.1),4297,384 (9.8),41328,1805 (4.6),10.8,0.4 (3.8),4718,421 (9.8),43538,2210 (5.3),11.1,0.3 (2.8),5005,287 (6.1),44928,1390 (3.2),11.5,0.4 (3.6),5262,257 (5.1),45895,967 (2.2),12.0,0.5 (4.3),5684,422 (8.0),47544,1649 (3.6)
"강원도",9.0,0.3 (3.4),55212,2542 (4.8),616346,10229 (1.7),9.4,0.4 (4.4),58379,3167 (5.7),620729,4383 (0.7),9.8,0.4 (4.3),61599,3220 (5.5),628484,7755 (1.2),10.2,0.4 (4.1),64894,3295 (5.3),633942,5458 (0.9),10.6,0.4 (3.9),70244,5350 (8.2),661039,27097 (4.3)
"춘천시",7.1,0.3 (4.4),7785,430 (5.8),109690,1663 (1.5),7.3,0.2 (2.8),8169,384 (4.9),111347,1657 (1.5),7.6,0.3 (4.1),8614,445 (5.4),112917,1570 (1.4),8.1,0.5 (6.6),9170,556 (6.5),113550,633 (0.6),8.5,0.4 (4.9),10058,888 (9.7),118030,4480 (3.9)
"원주시",6.1,0.1 (1.7),8057,480 (6.3),131233,4138 (3.3),6.4,0.3 (4.9),8671,614 (7.6),134649,3416 (2.6),6.7,0.3 (4.7),9269,598 (6.9),137823,3174 (2.4),7.0,0.3 (4.5),10034,765 (8.3),142352,4529 (3.3),7.3,0.3 (4.3),11041,1007 (10.0),150242,7890 (5.5)
"강릉시",8.9,0.3 (3.5),7900,388 (5.2),88622,1685 (1.9),9.3,0.4 (4.5),8319,419 (5.3),89874,1252 (1.4),9.6,0.3 (3.2),8680,361 (4.3),90664,790 (0.9),10.0,0.4 (4.2),9188,508 (5.9),92093,1429 (1.6),10.2,0.2 (2.0),9956,768 (8.4),98032,5939 (6.4)
"동해시",9.0,0.3 (3.4),3242,128 (4.1),35990,235 (0.7),9.6,0.6 (6.7),3440,198 (6.1),35956,-34 (-0.1),10.1,0.5 (5.2),3628,188 (5.5),35984,28 (0.1),10.6,0.5 (5.0),3828,200 (5.5),36214,230 (0.6),11.3,0.7 (6.6),4218,390 (10.2),37427,1213 (3.3)
"태백시",10.8,0.3 (2.9),2094,82 (4.1),19380,188 (1.0),11.7,0.9 (8.3),2205,111 (5.3),18886,-494 (-2.5),12.8,1.1 (9.4),2390,185 (8.4),18663,-223 (-1.2),13.3,0.5 (3.9),2464,74 (3.1),18536,-127 (-0.7),14.0,0.7 (5.3),2606,142 (5.8),18586,50 (0.3)
"속초시",8.9,0.4 (4.7),2921,129 (4.6),32809,150 (0.5),9.3,0.4 (4.5),3079,158 (5.4),33111,302 (0.9),9.7,0.4 (4.3),3270,191 (6.2),33623,512 (1.5),10.3,0.6 (6.2),3528,258 (7.9),34213,590 (1.8),10.9,0.6 (5.8),3877,349 (9.9),35551,1338 (3.9)
"삼척시",12.1,0.1 (0.8),3545,78 (2.2),29243,391 (1.4),12.8,0.7 (5.8),3685,140 (3.9),28828,-415 (-1.4),13.0,0.2 (1.6),3839,154 (4.2),29470,642 (2.2),13.2,0.2 (1.5),3890,51 (1.3),29361,-109 (-0.4),13.2,0 (0.0),4047,157 (4.0),30764,1403 (4.8)
"홍천군",11.4,0.5 (4.6),3099,183 (6.3),27220,397 (1.5),12.1,0.7 (6.1),3372,273 (8.8),27902,682 (2.5),12.6,0.5 (4.1),3580,208 (6.2),28314,412 (1.5),13.3,0.7 (5.6),3758,178 (5.0),28356,42 (0.1),13.7,0.4 (3.0),3999,241 (6.4),29207,851 (3.0)
"횡성군",12.4,0.1 (0.8),2158,49 (2.3),17421,308 (1.8),13.1,0.7 (5.6),2358,200 (9.3),17933,512 (2.9),13.3,0.2 (1.5),2475,117 (5.0),18612,679 (3.8),13.6,0.3 (2.3),2568,93 (3.8),18912,300 (1.6),14.4,0.8 (5.9),2811,243 (9.5),19524,612 (3.2)
"영월군",14.3,0.2 (1.4),2319,71 (3.2),16163,245 (1.5),15.0,0.7 (4.9),2468,149 (6.4),16406,243 (1.5),15.4,0.4 (2.7),2564,96 (3.9),16642,236 (1.4),16.2,0.8 (5.2),2693,129 (5.0),16608,-34 (-0.2),16.9,0.7 (4.3),2893,200 (7.4),17069,461 (2.8)
"평창군",12.6,0.4 (3.3),2173,85 (4.1),17269,170 (1.0),13.1,0.5 (4.0),2279,106 (4.9),17409,140 (0.8),13.7,0.6 (4.6),2413,134 (5.9),17612,203 (1.2),14.5,0.8 (5.8),2569,156 (6.5),17758,146 (0.8),15.3,0.8 (5.5),2795,226 (8.8),18305,547 (3.1)
"정선군",12.9,0.5 (4.0),1985,88 (4.6),15347,-6 (-0.0),13.3,0.4 (3.1),2048,63 (3.2),15360,13 (0.1),13.9,0.6 (4.5),2165,117 (5.7),15539,179 (1.2),14.5,0.6 (4.3),2264,99 (4.6),15595,56 (0.4),15.1,0.6 (4.1),2464,200 (8.8),16275,680 (4.4)
"철원군",9.5,0.3 (3.3),1755,44 (2.6),18526,-128 (-0.7),10.2,0.7 (7.4),1804,49 (2.8),17710,-816 (-4.4),11.1,0.9 (8.8),1897,93 (5.2),17064,-646 (-3.6),11.6,0.5 (4.5),1951,54 (2.8),16770,-294 (-1.7),12.2,0.6 (5.2),2066,115 (5.9),16968,198 (1.2)
"화천군",9.3,0.8 (9.4),1032,78 (8.2),11057,-154 (-1.4),10.6,1.3 (14.0),1091,59 (5.7),10274,-783 (-7.1),11.2,0.6 (5.7),1135,44 (4.0),10169,-105 (-1.0),11.7,0.5 (4.5),1137,2 (0.2),9713,-456 (-4.5),12.4,0.7 (6.0),1230,93 (8.2),9899,186 (1.9)
